"fuid","text","labels"
"7c778035-f23b-35ec-e366-d77d5f7824e8","Allow exclusion of 0 click queries in Search Query Reports . Can you please allow users to exclude 0 click queries from Search Query reports?   A box allowing that split would let advertisers exporting data that right now is just not manageable for large size accounts (excel/tsv files are way too large to open if 0 click queries are included).  Thank you","Business Operations--Business Operations UI or UX|Business Operations--Business Analysis"
"d44be9d5-3872-8300-341b-99b4af9c990a","Allow for a way to export data","Business Operations--Business Analysis"
"98221d7b-376e-2509-edf6-d5d50a37b6b9","Allow for access to TV shows, Movies and Podcast support in WP8 outside US -- Please add access for TV shows, Movies and Podcasts in the Marketplace/Store outside the US.","Business Operations--Globalization or Expansion"
"2f3b0b75-e0db-77ae-6460-faf55397e908","Allow for easy retrieval of the Pages Library -- When working with Publishing Pages in CSOM there is no easy way of getting a hold of an existing Publishing Page. You first need to get the underlying Web (note not Publishing Web, just the Web), from its property bag the name of the Pages Library and then combining the URL of the Web, the name of the Pages Library and the name of the Page you can retrieve the Page. Instead of relying on where the name/id of the Pages Library is stored internally, we should be able to retrieve it through the API using the PublishingWeb.GetPagesListName(Web web) method.","Technical Operations--Coding or Building"
"68814480-9bcf-f927-9db7-68d519095ed0","Allow for exploring remote sites in Visual Studio Server Explorer -- Using Visual Studio Server Explorer it's possible to explore local SharePoint Sites. With the shift towards cloud development it would be extremely helpful if Server Explorer also allowed us to explore remote Sites such as the ones hosted on Office 365.","Technical Operations--Technical Operations UI or UX"
"cc24967a-95bc-d026-7bc5-72592082e50a","Allow for multiple SharePoint instances within a single Office 365 tenant -- Right now if we want to have a development, QA and Production environments we must either create multiple site collections or purchase additional Office 365 tenants.  CRM has somewhat solved this problem by allowing multiple instances within the same Office 365 tenant and it would be nice to see SharePoint do something similar.  The current problem areas are: - Managed Metadata - Search - User Profiles  As we continue to build development site collections we must consider hiding these site collections from the search results. Users follow these sites creating confusing within profiles and within search results.  This problem is further complicated by the announced integration between Exchange, Yammer and SharePoint and how to create test / development sites without `littering` those other platforms.","Business Operations--Role Management"
"53efdc2f-b5b5-3d14-f5c0-c7dc21eb8ef1","Allow for switching billing accounts/Live ID accounts -- I would like to start as extra small instance and later on apply for BizSpark subscription (possibly under a different live ID) and later on move to larger instances if my product succeeds. Is there an easy way to just switch the billing accounts without backing up the data and restoring to another account?","Business Operations--Cost Management"
"677ecf64-0289-66f6-a00a-97d3eb73b6ef","Allow for the removal of an inactive subscription from the portal -- I have an old subscription (trial for 3 months) and it is always showing in my portal, even after it expired.  It would be nice to be able to remove it from the portal accounts list, because it is no longer valid and no new information will be ever shown for it.","Business Operations--Business Operations UI or UX"
"fed0d83b-c85c-1185-8f16-518146fa145f","Allow grouping features selected with the pin button. -- Allow grouping features selected with the pin button. Something like the HUB windows 8. We dragged the element and it creates a vertical bar indicating a group, a separation. Would be more organized. Today all resources stay together. :)  Apologies for my English. =[","Technical Operations--Coding or Building"
"5765b4a8-3191-4d20-f7f0-6f96cd53e110","Allow HTTP Requests Started In The Foreground To Complete In The Background -- It is a common scenario for the user to initiate a network transfer, then turn off the screen or switch to another app while the transfer is still in progress. Apps should get at least 60 seconds of background processing time to complete such network transfers and process the response. I'm aware that the Background Transfer Service is available, but there are cases where this is not usable, because it requires the data to be transferred to be written to temporary files in the storage. This is also a capability that other mobile platforms have, and I think it is needed to build quality apps with a good user experience. I completely understand the need for restrictions on background processing to help preserve battery life and responsiveness, but Windows Phone is currently too restrictive. ","Technical Operations--Coding or Building"
"32ec1ade-ce51-987a-85dc-1952fc22243d","Allow Indian's to Create Azure Accounts -- Windows Azure Not Allowed me to Create Azure trail Account With my ICICI Credit card. I Don't Know What the reason is but i am Failed to Create and Got Error as `Contact Custumer Support` I Raised a Ticket also `REG:114030411232408` foor that they said `Microsoft has implemented practices to detect abusive and/or inappropriate activity within our marketplaces.  Microsoft has removed your account from Azure.  Our decision to do so is based on good faith and reasonable evidence that your account(s) was/were used in violation of the terms of the account agreement.` Which is Improper reason for Not Providing Account. My request is allow Indian Users to Create Azure Trail Accounts with their Credit cards atleast.","Business Operations--Business Support"
"ceacde19-bf9d-6402-0591-63c73289bcac","Allow installaton of multiple instances of an app for SharePoint to the same site -- Possibly by allowing the user to enter an app name upon granting permissions.   This will allow users to grant read/write permissions against two or more lists on a site.  This means, when designing apps they would be able to function more like OOB lists or libraries; with either extended functionality or be deployed in conjunction with a Client App Part to provide client functionality.  An Example of this might be a `Rotating Image Gallery` app. Allowing multiple of these to be deployed to the same web is ideal, with independent permissions and content.","Learn, Try or Buy--Evaluation or Comparison"
"ba5f11f0-f15d-f922-43fe-16ed21b694d8","Allow live tile to pull in the titles of new articles from the rss feed -- Allow the live tile to display the latest article titles from the RSS feed","Technical Operations--Integration or Compatibility"
"42236605-faa0-4e62-26c5-bc14d93a590d","Allow localized/in-place search -- Allow search boxes in relevant locations like grids, list, parts etc.","Learn, Try or Buy--Other Learn, Try or Buy"
"d929fa17-bf0e-590c-1ef2-35ea6dba0350","Allow Mail Apps to add custom email format address to new mail item ""To"" list . Extend the mailitem.to.addAsync() method to accept the custom email formats i.e 'Kiran123@/CO=OT' or.'RFAX:KIRAN@/FN=111/VN=1111' etc. Currently ""Office.cast.item.toMessageCompose(item).to.addAsyc()"" method is not accepting any custom email address. It is throwing the following error message.  ""No valid recipients were provided""  ","Technical Operations--Coding or Building"
"227a745c-d15a-92ae-6dab-271bc73dd2a2","Allow Marketplace Country Change At Request -- Microsoft should offer changing of country where our Marketplace account is tied to. For example, when I got my Lumia 800, the Marketplace is not available in the Philippines. About a month later, Microsoft announced that they are now accepting app submissions from developers here in the Philippines and will also soon open the Marketplace here.  Will I really have to create a new Windows Live account just for this? Of course no. Microsoft should just change the country on my account at request.","Learn, Try or Buy--Conversion or Registration|Learn, Try or Buy--Evaluation or Comparison"
"d9606dba-863a-829f-805f-5b3327652080","Allow me to completely close my account. -- I want to completely opt of of the entire azure eco-system. Not hating here, just don't see a way to quit.","Business Operations--Role Management|Learn, Try or Buy--Self-Help Support|Business Operations--Business Support"
"14fd465a-44af-92be-aa11-d82e493555e7","Allow me to configure a backup payment method -- Am I the only one nervous about expiring or renewed credit cards? If a credit card expires and for some reason or other our Azure admin fails to head the notices, we're potentially risking huge data loss? I have no idea what grace period Microsoft will supply to rectify billing problems but sure wouldn't want to risk this!  With Google Adwords and services like PayPal I can specify two payment methods and use one as a backup. It would be great to see something similar in Azure.","Learn, Try or Buy--Conversion or Registration"
"8a4edd66-2110-6c2e-660a-c5ba29f477ae","Allow me to create multiple startboards -- I like the concept of the start board, and I love resource groups (being able to group all resources related to a given application). I want to be able to go a level higher though, and manage multiple groups of applications each on their own start board.  The scenario is that I might be working on a few different proofs of concept for a given customer, I'll pin a resource group or 2 for each core application involved, and maybe a few key resources from inside those groups will be pinned with a big tile as well.  I would love if I could then swipe left/right or use a shortcut key to switch to a different start board where I'm managing the artifacts that I'm building out for a different set of applications or projects.","Technical Operations--Technical Operations UI or UX"
"df6e8524-7d39-9fe2-4a66-201732f8d9ff","Allow me to give editing access to another use . I build a rough draft of the app and now i want to hand it over to my designer...but i have no way of doing that in the current sharing model. I can only share the final XAP, not access to edit the project.","Business Operations--Role Management"
"5221e338-570d-5e3c-5cf1-40b10777e5bd","Allow me to place any custom app within my Office 365 application launcher. -- Allow me to place any custom created app from Azure in my Office 365 application launcher.  Allow users to update credentials from Office 365.  Create a tool bar / plugin that will allow users to access single sign on apps from the web browser. ","Technical Operations--Integration or Compatibility|Learn, Try or Buy--Awareness or Learning"
"1d28077b-af2f-24d7-7b4d-1c575e164e23","Allow me to set a default currency -- While our servers are based in HK, we use USD instead of HKD in our day-to-day business, it just make sense as most of our services are operating under USD.","Business Operations--Business Analysis"
"87fc4dbe-28dd-ae6e-6d0e-a7405a17249d","allow media to be purchased on the xbox app outside the US without changing regions. I am a soldier stationed in Deutschland (germany) and am trying to order movies and tv through the XBOX app. To be able to do this, I have to change my region to match my ip address (germany) which changes all the language to german (deutsch). ordering media through XBOX app is already extremely complicated, and in a different language it's nearly impossible. Netflix figured it out, please fix it microsoft. For now and probably for good I'll be using Netflix.","None--Other None"
"65aa09b4-f971-a8f4-35ea-8abdf614e264","Allow migration of free trial when becoming a paid subscriber. -- I tried Azure out, and when my trial expired I decided to continue. I can't however migrate my old websites to the new subscription. I also cannot contact support about this.","Business Operations--Role Management"
"59abcf5d-df29-33be-c756-912a03c9923b","Allow more Apps like snapchat to be on windows -- If the windows phone have more apps i think more and more people will not switch to androis or iphones.","Learn, Try or Buy--Evaluation or Comparison"
"41c62cca-1f0c-cd22-140b-fc9a53a23f46","Allow more than the current 6 number of application sections -- Please allow more than 6 application main sections!! The current maximum is sometimes not enough for a proper app design / organization.  Thanks!","Technical Operations--Coding or Building"
"5fbb344c-7a8d-97fc-9d55-a0dad8e69f1a","Allow move item throw `Group or resources` -- With both portals, preview and production, create and assing to new group of resources, but you can move between...","Technical Operations--Technical Operations UI or UX"
"7007f671-98be-fdef-5f7f-378752c7f08f","Allow MPN Benefit subscriptions to be owned by Organizational Accounts. -- I have all my paid subscriptions owned by my Organizational Account, the Microsoft Partner Network subscription I got for the Azure Benefits from my Action Pack can only be owned by a Microsoft Account at the moment, this makes administration more difficult and I'm unable to open support cases for services on that subscription as the owner is different. It is already possible for MSDN benefits subscriptions so please do the same for MPN benefits subscriptions...","None--Other None"
"96fb7956-b758-39fd-cf43-a3259ff20501","Allow multiple custom home pages -- The `Home` screen should actually be a set customized dashboard views so that we have the ability to categorize/slice these screens based on our custom criteria.   For instance, I would benefit from being able to slice based on type of resource (Website, Database/VM, Billing) or on something more `meta` such as the client or owner [of the resources].","Technical Operations--Technical Operations UI or UX"
"22e71936-3e33-003f-7485-dafec1c87bc6","allow multiple parent accounts to manage one child account . Right now only one parent account can control one child account. I would like to have multiple parent accounts (mine and my wife's) able to manage settings and game exceptions for my son's account.","Business Operations--Role Management|Learn, Try or Buy--Evaluation or Comparison"
"96a3a0e2-1986-4b24-b28a-a2d1ffef9417","Allow new GTLDs to be able to be used in Azure signup mprocess -- When I signed up, although I could use the email address somehandle@youdoo.digital to create a Windows Live account, the Windows Azure sign-up process would not accept this email address extension (or one with the extension .mobile) to create the account. I have had to create a temporary workaround until this is fixed.","Learn, Try or Buy--Conversion or Registration"
"98f3f435-f2f3-3a1c-25ee-c5c7bb7ce3ae","Allow Office online apps to use azure storage. I have files in One Drive Personal, One Drive for business (sharepoint) and now Azure Blob and File storage.  Currently I am unable to browse Azure storage to open or save Word documents.","Technical Operations--Integration or Compatibility"
"2a7929d3-a569-e782-cee4-561cf07cb96e","Allow Office.JS Add-ins to be deployed VIA plain HTTP/S (without Sharepoint) . I would like the new Office.JS add-in framework to have the ability to publish add-ins via plain HTTP, without the use of Sharepoint server.  The Office.JS framework has been beautifully designed in it's use of HTML/JS for add-in development.  Unfortunately, it's usage in in Enterprise environments is strongly limited by the inability to deploy add-in manifests via simple HTTP (barring the use of Sharepoint, which is very expensive and not worth buying simply for the purpose).  Since the manifests can be published via simple file share, it feels as if this is an artificial limitation that goes against the entire concept of hosting add-ins as web applications on normal web servers.  Even the older click-once technology allows manifests to be deployed via HTTP.  I believe that adding this feature could lead to a very widespread adaptation of Office.js.  The slick HTML/JS model combined with the robust feature set are extremely appealing, but the deployment limitations cause us to think long and hard about whether we should use it.","Technical Operations--Deploying or Launching"
"f649f62a-f989-96dc-8cbd-68f3be20e4ce","Allow one click cloning of websites -- Would be helpful to have a single button that would allow you to clone a website. The only field that would be required would be the new domain name.","Technical Operations--Coding or Building|Technical Operations--Deploying or Launching"
"b40c3d33-0202-9391-6910-d5a34cb12328","Allow people to explain why they gave that game a star rating! aka a review system. In the storefront I think that Xbox should do what Steam does where you are allowed to write detailed reviews which helps people make an decision if they want to buy the game or not.  This is how it will work  1. The user will rate the game using the star system that is currently in place  2. The user will be asked if they want to explain why they gave it that star rating  Obliviously this review system will be optional and if players just want to give the game a 5 star rating they can  It would even be better if the developers of the game can respond to reviews like what Microsoft did in Windows Phone 8.1 store","None--Other None"
"960aff2b-c1af-c256-9724-1cef7c7a85fd","Allow pinned tile configuration to include label customization -- Customization options for pinned tiles are limited to size. In order to help create a more task-drive friendly environment, allowing renaming of tiles would be very helpful. For instance rather that have 4 tiles say `Site Settings` for my sites, allow me to label them so I can distinguish them.","Technical Operations--Technical Operations UI or UX"
"0767d2f9-c2dd-cda8-f872-e031a4fe7d2a","allow players to refuse a game update . if automatic updates on installed games do not happen (see previous idea) then you should be able to refuse update and play as long as it is offline. if online play then obviously an update is needed. sometimes i just want to jump in and have a quick game without having to wait for a 5gig update","Learn, Try or Buy--Learn, Try, Buy UI or UX"
"af47e2f6-f999-6c7b-3f00-5197fa8ba126","Allow pooling for Azure credits within a company. -- There are several employees at my company that have Azure credits through MSDN subscriptions. We would like to be able to pool all of our credits so that we can have test boxes up longer and get full usage out of our credits.","Business Operations--Other Business Operations"
"8e84f262-3df1-8971-fc5f-da3d44491839","Allow Preview portal to work with FF or Chrome -- Every time I log in to the Preview portal, I'm instantly logged out if I'm using a non-IE browser.","Technical Operations--Technical Operations UI or UX"
"17030890-875e-767d-7860-c1a9bb7b05fa","Allow publisher to cancel a App Hub Submission -- Publishers (Developers) should be able to cancel a App Hub submission providing human testing has not started. For example, an App has been submitted for testing but the developer has found a new major bug which has rendered the pending submission pointless. The App is just sitting in a queue but the dev has to wait 4 days until the app has been certified as no cancel option exists. A reply from support can take days also, by which time it cannot be cancelled by them either. A waster of the tester's time and the developers.","Business Operations--Role Management|Technical Operations--Testing or Debugging"
"044b2a20-67ac-e714-4e90-6ed9cdbc6299","Allow publishing of content type hub content types via CSOM -- You cannot currently use CSOM to publish content types in a content type hub in O365.  Right now you must imitate the page post back to do it.","Technical Operations--Integration or Compatibility"
"af5d9e9d-e40d-1000-6a17-e6c6bff8f9f4","Allow redownload of purchased apps delisted in Marketplace -- If I bought an app in Marketplace and it gets delisted (like PES 2011, Star Wars Cantina,...) there is no way to redownload it anymore, for example when moving to a new phone or when my phone crashes (or just accidentally deleting the app for example to reset its settings).   This is really VERY bad practice since I payed good money for that app and there is no way besides Marketplace downloading to move an app from one phone of mine to another.   This should also include free apps `bought` by installing them.","Technical Operations--Coding or Building"
"6d255d24-2895-7ba2-6d8c-c8de34022b73","Allow second chances for gamertags when we 'break T&C's' . If we break the 'T&C's for gamertags and they get changed yes, that's fair enough. But we should be given a second chance to pick a gamertag that goes by their rules instead of Microsoft expecting us to pay up for another one!","None--Other None"
"7ac3ee56-39b9-26da-ed5d-cd02713d86bf","Allow SP.UserCustomAction to be publish in the Office Store. Microsoft Office Store dont allow to publish SharePoint App with Full-permission, but there is the need from Site Administrators to extend the Out of the box functionalities such us SP.UserCustomAction object (sp.js) http://msdn.microsoft.com/en-us/library/office/jj245920.aspx to the Site Administrators be able to add custom Actions/Ribbons and Script to their business in the Host Web Site. If this option can be done from the App Web to Host Web will avoid SharePoint Solution instalation ""WSP"" in Farms, the complexity of XML will be reduced and eficiency will increase (hours spent by Dev can be reduce in minutes) App example: http://aaclage.blogspot.ch/2014/06/sharepoint-app-processlynx-custom.html  It is possible to add some type of rule to allow this specific object in scope (Web) to be publish in the Office Store?","Technical Operations--Deploying or Launching"
"6b29a01b-bc49-9255-b6df-77ecccd558a6","Allow spacing inbetween portal icons -- There allow me to have a spacer in portal layout. At the moment it just snaps back to get rid of the space.","Technical Operations--Technical Operations UI or UX"
"cb662128-1b55-c68c-bbe9-ff7ad0bc523f","Allow Spending Limits -- Initially I just started with my MSDN with Visual Studio free $100 monthly credit. When my company decided to spend additional funds, we lost the ability to set a monthly spending limit. PLEASE PLEASE bring this back so that if i forget to de-allocate our Virtual machines when I go on vacation, i don't loose my job for costing the company a great deal of money. PLEASE IMPLEMENT SPENDING LIMITS!","Business Operations--Cost Management"
"fb40a168-b833-e962-54d4-78e92522d976","Allow Templates to Be Saved Per Type -- I mentioned this in my survey, but having templates per blade type and/or project would be great. There may be times where I'd want a default, custom blade layout for every project. However, I may want custom layouts per project. I want both. I should also be able to update a template and have it auto-update all of those settings.","Technical Operations--Technical Operations UI or UX"
"e1f79f1d-d056-cba9-c112-ae205825d4a8","Allow the current Zune music collection to sync with Xbox 360, to prevent manually searching and creating playlists.... It's very annoying to have to manually create a play list and search for songs on the Xbox 360. If Zune were integrated properly, there would be seamless communication between devices. ","None--Other None"
"c6a89e7e-2e0d-f9ad-c24b-fcc68e2ac5ce","Allow the Excel Javascript API to overwrite cells containing data when writing a `matrix` -- The Office Javascript API is buggy when writing `matrix` information via the Office.context.document.setSelectedDataAsync() method.  There are two scenarios that don't make any sense:  1)  If an area is selected and the data written with setSelectedDataAsync() does not exactly match that area, the function will fail.  Who cares if the data doesn't exactly match the area?  Treat it as a paste operation, which doesn't care if it is overwriting data in existing cells nor what the selected area is for the paste operation - or pop up a dialog and ask the user if they want to replace the data.  2)  If data exists already in any of the cells, the setSelectedDataAsync() function will also fail.  Again, treat it as a paste operation, which doesn't/shouldn't care if it is overwriting data in existing cells.","Technical Operations--Coding or Building"
"7e6e7be8-e4e6-0675-644d-efb1386f5362","Allow the possibility to add code in JS or C# -- Add a template where it is possible to enter code (even simple). Eg. Javascript code in HTML5 template or C# code to add dynamic behavior. ","Technical Operations--Coding or Building"
"a1d1e113-aea8-6173-806a-abb30ba9fbb3","Allow tiles on start board to flow vertically beyond 3 rows -- I mainly use a Chrome browser window on a vertically-rotated 1080x1920 monitor, and with only 3 rows it doesn't flow very well. It would be great if the tiles on the portal start board would be responsive and fill as many rows vertically as there is space.","Technical Operations--Technical Operations UI or UX"
"57cb9ad6-00c9-435e-5894-df38eef4e7cb","Allow to automatically install and trust an app as part of an automated build and deploy process -- It is currently not easily possible to automate the deploy process (and thus the testing) of an app because the user needs to click on the `Trust It` button to actually deploy an app. There should be a powershell cmdlet to enable the automated deploy process, at least on Developer Site Collections, otherwise we cannot really build first class ALM and testing around the apps.","Technical Operations--Deploying or Launching"
"e7e116b4-6de2-869f-99d6-96264f058114","Allow to change content app size using api. Usually Excel Online and app for Office are on the different domains, so we can not access parent window document. Ability to control application size would improve usability a lot.","Technical Operations--Coding or Building"
"a2ec0d17-88ed-0d1f-e64c-09a8912a3608","Allow to change Credit Card Number -- My credit card number was stolen, instead of allowing any changes to the credit card number, the application switched to Invoice mode automatically while trying to change the credit card number to a new one. Now the only answer I get is that there's no way to change it back to credit card.","Business Operations--Sales or Monetization"
"2120c9cb-b449-b439-9335-42f8fad351ab","Allow to RSS feeds to be sorted -- You'd think that all RSS feeds are sorted by newest first, but that's unfortunately not the case. I tried one `Latest Stories` feed and it shows stories from 2011, even though there are stories posted today.  Internet Explorer allows this functionality so when viewing the RSS feed there is shows the latest stories. Weirdly enough, Chrome does not, and it shows the two year old stories up top rather than the newest posted ones.  If DataSources would allow us to sort by a Context item, that'd be swell.  I imagine there would be times where you'd might want to sort on other things than date, like Title, Author, etc.","Technical Operations--Coding or Building"
"95b280ff-376d-bd65-1b4d-3e1cec42b861","Allow to search resource groups when adding app insights app -- It would be helpful to filter and/or search through resource groups when creating a new app insights app","Technical Operations--Technical Operations UI or UX"
"c55638d0-4b49-7b79-3495-fd68e8262efa","Allow to sell the universal app only for the phone . ""Currently a user can buy only a full pack of the universal app.  If someone wants to buy just the desktop app, that is not a huge problem (as price is still right). But if someone doesn't have any use of the desktop app and wants to buy only app for the phone, he would still have to buy whole the pack, which is probably multiple times more expensive than sole phone app would be.  If you think that universal apps are the future, they don't have any future as pay apps on the phone unless this is fixed!""","Business Operations--Sales or Monetization|Learn, Try or Buy--Evaluation or Comparison"
"cedd0a49-ecd8-bc9c-3af0-a23030db3936","Allow to send feedback on testers work . I had unlucky case that my app was refused by the tester though on his screenshot you can see that he got exact message on why the app is not working as it required proper text to speech to be installed.  I believe that it is important that such testers and testing team can get feedback when its work is not proper so they can improve later.  I have contacted dev support and they told me that it is impossible right now and that I should post request here.","Technical Operations--Technical Operations UI or UX|Technical Operations--Testing or Debugging"
"89953c03-426c-410a-c6fb-0d0bbdf338ae","Allow to send Invoice to a email account -- For billing it would be a good be a good idea that invoices could be sent automatically to an account which can be indepently set","Business Operations--Sales or Monetization"
"dfb48dff-7e54-b9a1-afea-725e79c15a7d","Allow to set the background color of your app in the O365 app launcher -- Currently the color is grey by default and will most likely not go well with all types of icons SaaS apps will come in. Being able to define the own color would allow a SaaS app vendor to also use that color for identification purposes etc.","Technical Operations--Integration or Compatibility"
"a1268d16-2fd3-ad88-1018-4530ca89c72c","Allow URL and URI links in the items description of datasource collections -- Please allow some way to add URL's and URI's links on the item's description of datasource collections!  Right now if we create a RSS datasource the links work fine, but if we create a datasource collection, in the items description URL or URI links only appear as text.  Thanks!","Technical Operations--Coding or Building|Technical Operations--Other Technical Operations"
"6614d5cd-d298-021c-806e-eb110c9367d3","Allow us to alias the subsciption name from within the Azure Portal -- The Azure Portal currently lists the subscription names in their raw, original format.  And, while, in terms of the subscription itself, these represent billing boundaries for Azure...they `can` also represent other logical boundary-containers, as well.  As such, I would like to be able to alias each subscription in order to make separating object creation into their logical boundaries a `no brainer`.  Example 1: I have 2 subscriptions.  In one, I put VNets, VM's, Service Buses and other things that I see as common or more `architectural` in nature.  In another, I put Web Sites, Cloud Services and databases that I see as more `instance` related.  If I could alias the subscription name, I wouldn't have to `stop and think` about where I am putting things.  Example 2: Other folks would probably desire to gather-up objects under their billing boundary names themselves: Upstream vs Downstream, North America vs South America.  And so on...  Now, there may already be a way to rename the subscription's themselves.  However, those names may make sense from a corporate or accounting sense...but not an Azure Fabric standpoint.  As such, I would like to be able to alias the subscription name from with Azure ONLY...without affecting the original subscription name (itself).","Technical Operations--Technical Operations UI or UX|Business Operations--Cost Management"
"664dc78d-70c5-5c65-c8bd-231f6dc17cc0","Allow us to buy content in any region via site or smartglass without changing console region configuration. Well, it is said in the title. Allow us to buy any content (including DLCs, not just games) in any region via browser or smartglass.  But without the need of changing the region of console set configuration.  Everybody wins! That would be great!","None--Other None"
"31142995-53f3-4693-d36d-732c063fd7a1","Allow us to download Apps and Games even without Wifi... -- We need an option to download Apps and Games in Store without WiFi... Often we have sufficient mobile data to download a game but end up searching for a good wifi zone as the game can be downloaded thru wifi.. This cud save our time...","None--Other None"
"08e387bb-ae60-05fa-cb61-3b8cf8a0653d","Allow us to not store credentials when doing automated fulfillment from managed code (Exchange) . ""I am attempting to do some automated fulfillment from managed code, The exchange management shell is installed on the server and the application will be running under credentials that have access. How do I do this without having to store the credentials?""  Source: MSDN Survey Verbatim, 10/17/14 http://msdn.microsoft.com/en-us/library/office/ff326159 (not in this doc)  ","Technical Operations--Integration or Compatibility"
"6e1fcd7c-5f85-4684-7091-610c78706807","Allow us to rate other people which affects their reputation! . I really miss the days when your could rate a player on xbox live! I would love this feature to come back so new players would be able to know which friends to choose and which players are good to play with! Also fix matchmaking so bad players play with bad players and good players play with good players!","None--Other None"
"c210952c-abd3-7b8c-5925-2c815dc77114","Allow us to set the date format on the portal. -- Allow us to change the date format. Since not everybody in the world likes using US dates :)","Technical Operations--Technical Operations UI or UX|Learn, Try or Buy--Localization or Internationalization"
"0681a2bf-3818-8d7c-5fec-d9ce71c43ca7","Allow user to manually check updates in Windows Store -- Create a constant `update` section in the Windows phone Store to allow user to check updates. Also improve the checking method, it only check for updates one time /day.","Learn, Try or Buy--Evaluation or Comparison"
"29fdc546-fd70-a1a9-99ae-250a94654399","Allow user to set spending limit or at least some kind of download limit, just in case site or VM is attacked. -- Allow site or VM owner to set some kind of spending or download limit so if there's attack on the site or VM there's no huge bill to be paid. I't OK if site is temporary down. For a small site I'd rather have that than to find out in the morning that my bill increased for few thousand $. And anyways, who's responsible for huge download if it was done by a malicious attacker?","Technical Operations--Monitoring or Reporting|Business Operations--Cost Management|Learn, Try or Buy--Awareness or Learning"
"b6e7bd50-8939-864c-fa7e-fa4df632b4a3","Allow Users added via RBAC Ability to Create Alerts and Availability Monitors in AI -- I have users that I'd like to grant the ability to create, modify and delete Alerts and Availability Monitors. Even adding the users to the Owners Role does not give them permission to create the alerts via the portal (have not tried API yet).  If it was up to me a Contributor should be able to do so.","Business Operations--Role Management"
"204238cf-189d-1ed7-9e93-141f88f060b3","Allow width of blade to increase by the user -- The minimum width of the blade should be set similar to the width now however the ability to drag the width larger should be provided.","Technical Operations--Technical Operations UI or UX"
"10cda175-1d45-0801-5b37-c1d60dfefbaa","Allow you to add multiple RSS feeds to a data source to help create a news feed from various sources -- Most good news apps pull news from multiple sources, so when setting up a news page, you should be able to add multiple rss feeds to the data source.","Technical Operations--Coding or Building"
"968393c4-e11a-6956-e17f-f85e9607e18d","Allowing to choose final platform (WP8 or WP7.8) -- Hi, i did an app and when trying to download to my phone I can't. I guess it's because I've got a Lumia 800 and the studio only creates apps for WP8. I'd be great if you allowed to create 7.8 apps or, at least, told us first that this only works on WP8.  Thanks.","Technical Operations--Technical Operations UI or UX|Business Operations--Marketing or Advertising|Technical Operations--Integration or Compatibility"
"b215c009-65ff-6a9c-04a2-fe6cb0005067","Allows software products from the same Publisher, accessing IsolatedStorage -- Want to have a feature. Allows software products from the same Publisher, accessing IsolatedStorage. And can communicate with each other. Start each other (optional), which can be expanded larger developers ideas and more powerful than iOS and Android system.    This can save storage space, unified data storage location.   Or another form. Developers can provide their main program with subroutine. Subroutines can be run separately. Main program can manage/run program. In this way, developers can provide independent extension to process the data.   Wish to consider this kind of system design.   PS: above I use the online translation feature.","Technical Operations--Coding or Building|Technical Operations--Integration or Compatibility"
"890bb286-8e1a-0bbc-6c6a-e184012846d3","alow browsers in inconito mode to access the standard Azure portal rather then falling into an endless loop of being signed out. Currently the only browser that will allow me access to the regular Azure portal is IE (I very much dislike the IE browser).  I prefer to use Chrome or Firefox as my browsers but I also operate them in Incognito mode.  This however does not play well with Microsoft Azure.  I would like the Azure team to fix this issue so patrons can use browsers with secure browsing capabilities without being stuck in an endless loop of being told they must sign out every time they sign in. {Key point is that only the regular portal (NOT the preview portal) is effected by this issue]","Technical Operations--Technical Support"
"99f049ac-c016-b451-fc92-eb3848fff572","Although I am signed up for a developer account, I can only register 1 device for development.  Also, under my account the Verification Status says 'Rejected' (Account Settings Screen)","Technical Operations--Other Technical Operations"
"91a1e537-f343-6781-7c38-9f8014497bba","Always got an error when I try on the subscription details link in Partner Center:  The error code is 554ee8de-d46d-4e61-b881-26060414fb93 in case you need it.  Another subscrpitions works well so far","Technical Operations--Technical Support"
"123c0726-aa22-f448-8036-df1aa926b5ef","Ambassador Program Recreation . some of the ambassadors and ambassador administrators have seem to have gone out of line. Form thus being falsely removing people from the program, abusing their power, giving incorrect answers. I Suggest new ambassador administrators along with those members with low tenure and assist to be removed to the program and those previously removed with high tenure and XP Get re-added and another chance.","Business Operations--Other Business Operations"
"f00dc440-4569-77e7-eb71-5ee63bc04344","American Express as a Payment Method -- As a company we use American Express for our corporate payment cards. Today Azure only supports Visa and MasterCard.  As such people need to use personal cards then expense back the Azure service usage. As the usage grows this is becoming prohibitive.  With Amazon we have alternative billing arrangements.  Please either make invoicing available or offer American Express as a payment method.","Business Operations--Sales or Monetization"
"0aaecdd1-68ab-7687-9d04-ad3a69b7823b","An idea for the extra cents/spare change in the account balances . I'd love to see a way to get rid of the spare change in my account, I think I came up with a neat idea.   I have 24.34 in my account.  Most things sell for $x.99.  Why not have almost a humble bundle style sale once in awhile that I can buy this game for whatever change is in my account.  So if I have $20.34, it'll cost me $0.34, maybe you have $0.93 the same deal would cost you $0.93.  Or maybe +1 cent so that your balance ends in $x.99  I hope I've explained this well.","None--Other None"
"80357d60-7648-5030-b4d9-08a083c4528a","An option to delete the customer would be good  to clear up space for unwanted or customers who are no longer available.","Business Operations--Other Business Operations"
